Attack ID,Timestamp,Source IP,Destination IP,Attack Type,Protocol Used,Port Number,Malware Used,Payload Size (KB),Country of Origin,Target Organization,Response Time (ms),Attack Severity,Success Status,Data Compromised (MB),Firewall Status,User Credentials Leaked,Ransom Demand ($),Remediation Applied,Attack Source Category
0f74af77,26:56.9,138.70.54.177,230.22.232.252,DDoS,HTTP,33673,TrickBot,415.46,Brazil,RetailMart,935,Low,No,0,Yes,0,0,Alert Sent,Individual Hacker
32e361be,05:56.9,177.138.228.176,127.250.230.203,XSS,TCP,37032,Mirai,466.04,North Korea,GovSecure,4218,Low,Yes,88.56,Yes,923,0,IP Ban,Individual Hacker
fc41842a,02:56.9,133.51.223.32,2.126.80.236,SQL Injection,FTP,22157,,198.45,Germany,Tech Solutions,4964,High,No,0,No,0,0,Alert Sent,State-Sponsored
d20607dd,32:56.9,49.229.134.187,51.251.178.19,DDoS,SMTP,33761,TrickBot,470.11,USA,RetailMart,3621,Low,No,0,Yes,0,0,Patch Update,State-Sponsored
9c26cd9f,25:56.9,7.180.129.117,133.21.145.35,MITM Attack,UDP,15651,Mirai,324.85,Germany,Tech Solutions,2693,High,Yes,124.87,Yes,277,0,Data Recovery,Individual Hacker
f684ac99,37:56.9,37.96.34.243,227.165.6.52,DDoS,TCP,47929,,114.64,Russia,EduCare,1889,High,Yes,171.58,No,468,0,Patch Update,Botnet
0f0d551f,05:56.9,88.238.124.166,160.244.180.40,DDoS,HTTP,50218,Zeus,391.57,Russia,Tech Solutions,2124,Low,No,0,No,0,0,Alert Sent,Botnet
60af84dd,07:56.9,133.25.189.98,224.215.197.10,Ransomware,TCP,64897,Zeus,252.87,UK,FinanceTrust,2742,High,No,0,Yes,0,56649.85,Alert Sent,State-Sponsored
82a3f979,05:56.9,240.34.100.229,117.113.153.182,MITM Attack,SMTP,63766,Emotet,407.25,Germany,EduCare,3663,Critical,No,0,No,0,0,Data Recovery,State-Sponsored
6.41E+10,13:56.9,134.245.112.98,237.22.68.100,Phishing,HTTP,19927,SpyEye,349.19,North Korea,GovSecure,3749,Critical,Yes,25.48,No,342,0,IP Ban,State-Sponsored
a07c94a0,47:56.9,108.21.39.225,233.64.45.17,Brute Force,HTTP,11323,Ransom.Locky,460.72,India,GovSecure,371,Medium,Yes,69.17,No,164,0,Data Recovery,Insider Threat
d840363b,46:56.9,18.249.45.196,224.69.81.8,DDoS,FTP,25053,TrickBot,367.86,Iran,FinanceTrust,3069,Medium,Yes,74.03,No,600,0,Patch Update,Insider Threat
d42c7910,57:56.9,102.53.83.180,218.200.158.63,MITM Attack,HTTPS,53179,Mirai,258.2,Iran,Bank Corp,4161,Critical,Yes,147.47,Yes,573,0,Data Recovery,Insider Threat
ab7bdfbd,43:56.9,166.211.3.113,113.184.150.108,Ransomware,FTP,57534,WannaCry,123.08,North Korea,HealthNet,2887,Medium,Yes,168.87,No,280,490757.38,IP Ban,Botnet
bc3c87ae,18:56.9,84.196.118.65,68.102.183.219,SQL Injection,UDP,38212,,355.01,Russia,RetailMart,4755,Low,No,0,Yes,0,0,IP Ban,Individual Hacker
1e30f1bf,07:56.9,179.225.48.245,227.97.214.137,Brute Force,FTP,60429,Emotet,37.93,Germany,FinanceTrust,1433,Critical,No,0,No,0,0,IP Ban,Individual Hacker
a000a9de,19:56.9,245.154.25.70,57.78.59.236,Malware Injection,TCP,63478,Zeus,442.02,India,FinanceTrust,4820,Critical,No,0,Yes,0,0,Patch Update,State-Sponsored
fb1d9875,17:56.9,32.253.128.111,199.64.18.28,Malware Injection,SSH,4761,Zeus,135.49,Russia,EduCare,1031,Medium,No,0,Yes,0,0,Firewall Upgrade,State-Sponsored
26eb0994,28:56.9,167.124.236.4,89.131.207.123,Malware Injection,SMTP,31309,Emotet,280.36,Brazil,Bank Corp,2648,Critical,Yes,171.36,No,558,0,Alert Sent,Insider Threat
2330ca01,15:56.9,248.53.190.91,128.36.251.101,Ransomware,HTTP,34014,,228.66,Iran,FinanceTrust,1317,Low,No,0,Yes,0,481514.27,Patch Update,State-Sponsored
4ea1e766,58:56.9,126.78.99.89,144.97.19.119,MITM Attack,HTTP,52421,WannaCry,63,USA,HealthNet,3255,Critical,Yes,157.74,Yes,695,0,IP Ban,Botnet
bd69cc69,48:56.9,224.3.191.73,203.138.197.248,MITM Attack,UDP,13164,Ransom.Locky,26.8,India,GovSecure,1228,High,Yes,189.87,No,27,0,Patch Update,Insider Threat
0e05d33a,40:56.9,63.100.6.224,5.216.186.128,Malware Injection,TCP,5928,WannaCry,220.76,UK,Tech Solutions,4386,High,No,0,No,0,0,IP Ban,Botnet
38d71028,29:56.9,36.5.186.70,182.253.206.33,Phishing,TCP,63963,Ransom.Locky,8.44,China,HealthNet,1493,Low,Yes,124.45,Yes,661,0,Alert Sent,Botnet
96cdbb70,48:56.9,126.20.6.247,6.161.240.126,Malware Injection,FTP,32145,WannaCry,43.86,USA,EduCare,3979,High,Yes,27.37,No,651,0,Firewall Upgrade,Insider Threat
b11afebb,38:56.9,250.116.44.212,13.214.59.14,XSS,HTTPS,14207,,85.15,Germany,HealthNet,1579,Low,Yes,156.58,No,640,0,Firewall Upgrade,Botnet
1431477f,32:56.9,87.183.20.34,36.114.143.114,XSS,SSH,55986,Zeus,391,UK,RetailMart,3228,High,No,0,Yes,0,0,Alert Sent,Insider Threat
2b2196d4,32:56.9,175.108.227.93,3.241.113.164,Ransomware,SSH,24803,Trojan.Win32,76.13,UK,FinanceTrust,3935,Critical,Yes,20.42,Yes,111,648066.54,IP Ban,Botnet
afea2e64,23:56.9,199.62.161.38,215.15.52.39,MITM Attack,TCP,51515,Zeus,415.28,Russia,GovSecure,3141,Medium,No,0,No,0,0,Alert Sent,Botnet
a5b7cddf,06:56.9,73.39.234.179,255.53.191.42,Phishing,SMTP,14607,SpyEye,496.29,North Korea,RetailMart,4511,High,Yes,114.75,Yes,309,0,Patch Update,Botnet
201e980d,46:56.9,122.194.109.208,58.167.47.158,Malware Injection,HTTPS,9757,SpyEye,212.26,North Korea,GovSecure,4536,Low,Yes,184.51,No,828,0,Data Recovery,Insider Threat
cdfb23df,33:56.9,14.68.88.224,115.178.251.240,Brute Force,SSH,12238,Mirai,496.35,Russia,HealthNet,1523,Medium,Yes,131.65,Yes,767,0,Alert Sent,Individual Hacker
7ccbf093,30:56.9,221.55.124.55,132.60.147.209,DDoS,UDP,3521,Mirai,226.49,Iran,HealthNet,4600,Medium,No,0,Yes,0,0,Data Recovery,Individual Hacker
81fd6636,22:56.9,88.37.198.202,204.166.86.204,Ransomware,HTTP,19232,Trojan.Win32,326.55,North Korea,EduCare,3841,Medium,No,0,Yes,0,223635.95,Alert Sent,Insider Threat
29085a85,45:56.9,10.169.30.47,33.58.204.63,Malware Injection,FTP,60173,Trojan.Win32,410.99,UK,GovSecure,4190,Medium,Yes,137.01,Yes,258,0,Data Recovery,State-Sponsored
fdd4aa09,18:56.9,211.255.70.240,215.150.208.188,MITM Attack,UDP,26419,Zeus,96.9,India,GovSecure,4227,High,No,0,No,0,0,IP Ban,State-Sponsored
9043852,18:56.9,141.203.82.234,165.134.86.172,SQL Injection,HTTPS,23070,Ransom.Locky,395.41,Iran,Bank Corp,4885,High,No,0,No,0,0,IP Ban,Botnet
64c85209,50:56.9,158.149.40.51,141.197.50.129,Ransomware,SMTP,58119,Ransom.Locky,152.69,India,EduCare,3272,Medium,Yes,50.33,Yes,511,815094.36,IP Ban,Botnet
3204a617,35:56.9,197.253.14.90,1.112.151.215,Ransomware,UDP,44927,TrickBot,272.93,China,GovSecure,3045,Low,No,0,No,0,1854.14,IP Ban,Botnet
a3c3dbb1,27:56.9,42.144.166.187,31.122.187.147,SQL Injection,HTTP,27193,Emotet,358.52,UK,EduCare,2709,Low,No,0,Yes,0,0,Patch Update,Botnet
473a0742,28:56.9,102.173.110.162,252.29.159.204,SQL Injection,HTTPS,19664,TrickBot,237.91,Russia,HealthNet,1352,High,Yes,0.21,No,527,0,Patch Update,State-Sponsored
6022c87c,18:56.9,239.174.56.231,114.132.62.218,Ransomware,FTP,40654,Zeus,190.1,Iran,RetailMart,3591,Critical,Yes,103.71,No,227,588913.58,IP Ban,Insider Threat
23f6ffd3,41:56.9,165.97.72.33,218.21.16.114,SQL Injection,HTTPS,8510,SpyEye,292.02,Russia,Bank Corp,1782,Low,Yes,61.3,No,984,0,Firewall Upgrade,Botnet
c63459df,00:56.9,74.252.97.68,172.15.84.147,Brute Force,SSH,16773,WannaCry,388.1,North Korea,FinanceTrust,3827,Low,No,0,No,0,0,IP Ban,Botnet
a082603b,45:56.9,32.49.175.242,91.197.96.41,DDoS,SMTP,54274,Zeus,101.26,USA,EduCare,4591,Critical,Yes,98.98,No,782,0,Alert Sent,Botnet
71a2704b,35:56.9,62.156.98.139,33.189.104.94,Brute Force,FTP,51749,Trojan.Win32,99,Brazil,EduCare,1760,Medium,Yes,65.31,Yes,589,0,Patch Update,Individual Hacker
643af441,46:56.9,37.215.66.243,112.146.152.62,SQL Injection,ICMP,59750,Trojan.Win32,474.56,India,Bank Corp,3992,High,Yes,104.17,No,891,0,IP Ban,State-Sponsored
ea702680,37:56.9,140.250.205.126,63.222.140.110,MITM Attack,FTP,46862,,330.23,Iran,GovSecure,2466,Medium,Yes,157.22,No,398,0,Patch Update,State-Sponsored
27180787,30:56.9,199.207.233.24,166.224.67.209,DDoS,HTTPS,2818,TrickBot,258.32,China,GovSecure,1549,Low,Yes,116.3,Yes,658,0,IP Ban,Individual Hacker
add44d66,59:56.9,160.31.73.89,46.185.227.73,SQL Injection,TCP,28737,TrickBot,295.07,Brazil,GovSecure,1179,Low,Yes,131.05,No,588,0,Alert Sent,Individual Hacker
355d0e9b,04:56.9,61.165.228.191,150.183.28.194,Phishing,HTTP,8542,TrickBot,433.78,UK,FinanceTrust,336,Medium,No,0,Yes,0,0,IP Ban,Botnet
e45ab0ef,55:56.9,189.234.16.253,129.56.32.96,Phishing,SSH,33684,WannaCry,467.82,UK,HealthNet,4882,Critical,No,0,Yes,0,0,Patch Update,Botnet
e536fbad,28:56.9,224.62.240.148,130.157.121.100,MITM Attack,HTTP,56333,Trojan.Win32,244.85,Iran,GovSecure,677,Medium,Yes,106.81,Yes,487,0,IP Ban,Insider Threat
6247a42b,59:56.9,136.53.113.242,77.191.97.30,MITM Attack,TCP,47923,,96.46,Germany,RetailMart,968,High,Yes,122.26,Yes,581,0,Firewall Upgrade,Insider Threat
bb0aaf19,29:56.9,137.79.20.231,248.50.88.3,Ransomware,SSH,54092,Ransom.Locky,300.07,Russia,FinanceTrust,4369,Low,Yes,123.07,Yes,645,452230.4,IP Ban,State-Sponsored
d8dbfd11,01:56.9,170.100.229.57,129.231.235.181,Brute Force,FTP,16097,Emotet,268.88,Brazil,FinanceTrust,2819,Low,No,0,Yes,0,0,IP Ban,Insider Threat
f814d368,18:56.9,49.11.148.252,123.83.187.155,XSS,UDP,43515,Ransom.Locky,167.73,Germany,GovSecure,3689,Medium,Yes,127.76,No,241,0,Alert Sent,Insider Threat
6ab8ea3b,50:56.9,197.160.42.111,88.37.169.116,DDoS,FTP,58482,Ransom.Locky,429.09,North Korea,GovSecure,3728,High,Yes,50.55,No,684,0,Firewall Upgrade,Individual Hacker
fde1e69d,44:56.9,228.83.246.105,147.2.86.70,Phishing,HTTP,1744,,137.83,India,FinanceTrust,2012,Low,Yes,174.38,No,503,0,IP Ban,Individual Hacker
5a5852ec,17:56.9,123.40.15.85,139.60.221.205,Malware Injection,HTTP,43729,Emotet,25.29,Germany,EduCare,412,Critical,No,0,Yes,0,0,Patch Update,Individual Hacker
89a2146d,40:56.9,79.212.215.114,197.142.128.195,Phishing,HTTP,22633,Mirai,23.49,USA,Tech Solutions,3876,Critical,No,0,Yes,0,0,Firewall Upgrade,Insider Threat
1b56f2f6,19:56.9,194.203.76.193,34.248.90.107,Phishing,HTTPS,18306,TrickBot,236.81,Germany,HealthNet,563,Low,No,0,Yes,0,0,Data Recovery,State-Sponsored
58a81c47,04:56.9,195.130.175.155,141.95.74.76,Ransomware,FTP,53630,Emotet,135.35,UK,Tech Solutions,4516,Critical,No,0,Yes,0,214678.66,Data Recovery,Botnet
b29b2d70,51:56.9,250.198.38.55,135.6.191.82,Brute Force,ICMP,52662,Trojan.Win32,374.36,North Korea,HealthNet,1154,Medium,Yes,142.27,No,820,0,Alert Sent,Insider Threat
83b01170,46:56.9,61.205.131.17,190.141.10.67,SQL Injection,HTTP,11209,Emotet,350.76,India,Bank Corp,3300,High,Yes,150.03,No,789,0,Alert Sent,Botnet
e155ca18,57:56.9,134.28.97.180,110.143.165.16,Malware Injection,SMTP,16736,SpyEye,319.9,China,EduCare,2683,Medium,No,0,Yes,0,0,Patch Update,Individual Hacker
40817c2e,02:56.9,196.104.175.203,19.184.187.157,MITM Attack,FTP,19412,WannaCry,113.87,UK,Bank Corp,835,Critical,Yes,69.92,Yes,232,0,Data Recovery,Botnet
5bc58361,15:56.9,100.224.39.22,133.158.174.54,MITM Attack,HTTPS,622,SpyEye,255.38,China,FinanceTrust,4625,Medium,No,0,Yes,0,0,IP Ban,Insider Threat
41f48fc5,14:56.9,235.90.53.70,202.177.90.20,MITM Attack,SSH,5147,,206.86,UK,RetailMart,2641,Critical,No,0,No,0,0,Alert Sent,State-Sponsored
4d8957f4,38:56.9,202.151.155.215,159.131.6.110,MITM Attack,SMTP,52024,Emotet,306.43,USA,GovSecure,2546,Critical,No,0,No,0,0,Firewall Upgrade,Individual Hacker
584a41e3,49:56.9,98.78.251.131,152.47.46.161,Malware Injection,HTTP,17552,Trojan.Win32,57.31,UK,HealthNet,2627,Medium,No,0,Yes,0,0,IP Ban,Individual Hacker
0970c99c,10:56.9,9.72.249.177,81.128.120.112,Ransomware,FTP,27980,Mirai,86,North Korea,EduCare,1101,Low,Yes,176.59,No,631,75296.68,IP Ban,State-Sponsored
6959b068,01:56.9,88.166.182.109,217.74.228.218,Malware Injection,UDP,53973,Zeus,189.28,UK,RetailMart,4398,Critical,Yes,152.36,Yes,146,0,IP Ban,Insider Threat
d1016ea7,22:56.9,28.64.181.198,211.151.14.223,Phishing,SSH,17146,TrickBot,66.27,USA,HealthNet,3469,Medium,No,0,Yes,0,0,Firewall Upgrade,Individual Hacker
9d78bb1a,15:56.9,44.41.57.86,29.67.66.175,Malware Injection,SSH,20963,WannaCry,420.31,Russia,Tech Solutions,2076,Medium,No,0,No,0,0,IP Ban,State-Sponsored
1bd2ecfd,39:56.9,60.206.88.83,144.4.82.39,Brute Force,HTTP,51956,,249.37,Iran,HealthNet,143,High,Yes,108.76,No,426,0,Patch Update,State-Sponsored
b3ceb50b,01:56.9,26.84.207.104,117.130.56.7,Phishing,HTTP,11679,,223.22,Brazil,Tech Solutions,2445,Medium,Yes,74.04,No,267,0,IP Ban,Individual Hacker
9e03ad13,38:56.9,45.157.123.176,167.255.170.54,Phishing,ICMP,20622,Mirai,420.9,UK,RetailMart,436,Critical,No,0,No,0,0,Data Recovery,Individual Hacker
f9fae871,41:56.9,7.8.160.164,189.63.251.74,Brute Force,TCP,61124,Emotet,125.93,China,Tech Solutions,1311,Critical,No,0,Yes,0,0,IP Ban,Individual Hacker
156b7b44,49:56.9,45.230.15.199,226.157.66.5,XSS,HTTP,62356,WannaCry,387.35,North Korea,Tech Solutions,2685,Low,Yes,182.67,Yes,235,0,Firewall Upgrade,Individual Hacker
2f3ece28,49:56.9,78.114.119.144,252.56.20.140,Ransomware,TCP,18048,WannaCry,298.33,China,RetailMart,1379,Low,No,0,Yes,0,640105.53,Firewall Upgrade,Individual Hacker
254afbb0,29:56.9,187.201.72.48,87.158.16.213,SQL Injection,HTTP,31444,Mirai,223.14,North Korea,EduCare,153,High,Yes,113.54,Yes,743,0,Patch Update,Botnet
a8723b45,41:56.9,125.47.21.59,9.109.226.10,MITM Attack,SSH,15824,TrickBot,372.1,China,GovSecure,205,High,Yes,173.23,No,568,0,Data Recovery,Individual Hacker
2c414aeb,16:56.9,50.83.244.34,148.53.187.66,Brute Force,HTTP,45587,TrickBot,452.53,China,Tech Solutions,1586,Low,Yes,184.62,Yes,101,0,Patch Update,Insider Threat
6e747ba2,41:56.9,213.67.156.123,57.52.179.66,MITM Attack,UDP,59659,Ransom.Locky,423.09,China,GovSecure,4833,High,No,0,Yes,0,0,Patch Update,State-Sponsored
a8d6331a,32:56.9,161.38.54.254,14.113.225.174,SQL Injection,HTTPS,31560,Zeus,316.38,Germany,Tech Solutions,2233,Medium,Yes,157.44,No,106,0,IP Ban,Botnet
75f937e7,23:56.9,19.18.22.14,123.186.47.115,Ransomware,SMTP,48690,Ransom.Locky,451.67,USA,FinanceTrust,4485,High,No,0,No,0,217579.03,Firewall Upgrade,Insider Threat
7f38f4b7,17:56.9,183.198.123.143,75.145.76.2,Phishing,ICMP,26662,,333.85,UK,GovSecure,1693,Low,No,0,Yes,0,0,Firewall Upgrade,Botnet
bb31dd91,49:56.9,212.146.201.152,230.141.49.3,Ransomware,SMTP,45806,Trojan.Win32,23.04,China,EduCare,310,Medium,Yes,166.24,Yes,570,7692.73,Data Recovery,Individual Hacker
b354c859,12:56.9,57.174.57.114,38.79.74.158,Brute Force,ICMP,53560,,320.28,Iran,HealthNet,2146,Medium,No,0,No,0,0,Firewall Upgrade,Insider Threat
cd3c107c,28:56.9,156.246.241.160,221.94.148.41,Ransomware,ICMP,56882,Trojan.Win32,99.66,USA,Tech Solutions,264,Medium,No,0,Yes,0,802983.2,Firewall Upgrade,Botnet
cf8fcc20,43:56.9,191.247.28.145,6.45.215.93,SQL Injection,TCP,46039,TrickBot,339.03,Germany,HealthNet,4945,Critical,No,0,No,0,0,IP Ban,Botnet
645bae02,34:56.9,185.27.133.236,200.191.99.44,MITM Attack,SSH,50393,,70.68,Iran,RetailMart,2862,High,No,0,Yes,0,0,Patch Update,State-Sponsored
20e4c107,36:56.9,143.194.190.11,181.117.16.63,MITM Attack,HTTP,52087,Trojan.Win32,232,UK,RetailMart,3487,Medium,Yes,125.17,Yes,772,0,Alert Sent,Botnet
b0cac7b5,16:56.9,95.130.60.115,229.83.125.89,Ransomware,SSH,8147,WannaCry,222.38,North Korea,Tech Solutions,4784,Medium,No,0,Yes,0,509546.45,Patch Update,Botnet
8b6a8c92,10:56.9,207.82.251.77,35.187.212.86,Malware Injection,FTP,32181,Ransom.Locky,380.36,North Korea,EduCare,3995,High,Yes,97.83,Yes,279,0,Data Recovery,Botnet
3f6e0820,52:56.9,127.182.152.178,189.74.3.178,Brute Force,FTP,61881,,167.88,Germany,HealthNet,3298,Medium,No,0,Yes,0,0,Firewall Upgrade,Botnet
b175deb7,40:56.9,35.200.207.171,164.73.239.128,SQL Injection,SSH,22331,WannaCry,132.98,Germany,EduCare,513,Medium,No,0,No,0,0,Firewall Upgrade,Individual Hacker
a5860f56,14:56.9,24.106.79.98,3.200.56.188,Brute Force,ICMP,36328,Zeus,423.38,UK,FinanceTrust,493,Medium,No,0,Yes,0,0,IP Ban,Insider Threat
0f215d19,18:56.9,38.47.177.168,185.181.124.145,Malware Injection,SMTP,43564,Mirai,15.31,Iran,FinanceTrust,4977,Medium,No,0,Yes,0,0,Data Recovery,Insider Threat
7970b80a,02:56.9,61.219.77.157,203.24.135.221,Malware Injection,SMTP,37591,Trojan.Win32,123.02,USA,Bank Corp,1211,Low,Yes,15.38,Yes,88,0,Alert Sent,Individual Hacker
3fda7d1a,55:56.9,206.135.118.172,178.239.105.208,XSS,FTP,21269,,349.06,USA,RetailMart,2692,Medium,No,0,Yes,0,0,Data Recovery,State-Sponsored
8ad2eb0c,45:56.9,203.178.18.80,202.151.103.35,Brute Force,HTTP,35068,Mirai,323.05,Russia,Bank Corp,93,Critical,No,0,No,0,0,IP Ban,Botnet
c67407d6,10:56.9,112.136.168.220,214.101.220.57,DDoS,TCP,27385,,242.12,China,EduCare,3534,Low,Yes,113.36,No,658,0,Patch Update,Individual Hacker
a1c860a7,54:56.9,214.247.249.234,116.115.209.148,Phishing,UDP,4430,Trojan.Win32,365.12,China,GovSecure,1268,Medium,Yes,47.66,Yes,108,0,Patch Update,Individual Hacker
a064cce5,03:56.9,216.206.42.13,124.149.233.250,Phishing,SSH,38512,Ransom.Locky,184.84,UK,Bank Corp,995,High,Yes,86.2,No,772,0,Patch Update,State-Sponsored
84c0411b,52:56.9,20.7.32.171,96.234.18.45,Ransomware,ICMP,50833,Mirai,11.57,Germany,HealthNet,35,Medium,No,0,No,0,754706.58,Data Recovery,Individual Hacker
8886d5b0,29:56.9,192.205.245.244,101.175.73.2,Phishing,HTTPS,10818,Trojan.Win32,44.1,India,HealthNet,1354,Critical,Yes,21.24,No,106,0,IP Ban,State-Sponsored
f2835146,22:56.9,178.110.130.69,110.174.136.230,Ransomware,UDP,49719,TrickBot,94.37,USA,EduCare,3161,Medium,Yes,41.65,Yes,240,170190.65,Patch Update,Insider Threat
74a249aa,03:56.9,231.39.154.233,253.203.185.212,Phishing,ICMP,5220,WannaCry,387.73,India,Bank Corp,4789,Medium,Yes,110.22,No,654,0,Data Recovery,Botnet
94bb488b,29:56.9,236.144.128.137,40.122.101.22,SQL Injection,HTTPS,933,Mirai,57.72,China,RetailMart,4206,Medium,Yes,22.1,Yes,593,0,Data Recovery,Insider Threat
9dfa096d,43:56.9,38.253.64.254,12.78.231.188,Malware Injection,UDP,25404,Mirai,347.19,Russia,Bank Corp,3610,Low,Yes,77.02,Yes,98,0,Alert Sent,Insider Threat
7ef96cde,34:56.9,25.96.99.138,183.54.22.102,DDoS,SSH,46373,Trojan.Win32,468.89,Germany,EduCare,1202,High,No,0,Yes,0,0,Patch Update,State-Sponsored
58be961e,23:56.9,154.224.198.180,150.160.145.22,MITM Attack,UDP,30246,Ransom.Locky,371.05,Iran,Bank Corp,3671,Critical,No,0,Yes,0,0,IP Ban,Botnet
eba8415b,56:56.9,13.138.113.191,36.53.236.59,Brute Force,UDP,39564,TrickBot,206.97,North Korea,GovSecure,2446,Medium,Yes,127.24,Yes,653,0,Data Recovery,Insider Threat
bf7d63b8,00:56.9,93.1.6.221,116.191.11.83,Malware Injection,UDP,63485,Zeus,399.64,North Korea,GovSecure,1828,High,Yes,42.45,Yes,117,0,IP Ban,State-Sponsored
cdab585b,14:56.9,208.127.109.241,11.113.40.84,Brute Force,SSH,42359,Emotet,186.04,UK,Bank Corp,1435,Critical,Yes,17.74,Yes,804,0,Data Recovery,Individual Hacker
7f862d4c,56:56.9,59.43.108.197,98.113.206.160,XSS,SSH,8255,WannaCry,436.57,Russia,GovSecure,4916,High,Yes,57.57,No,770,0,Firewall Upgrade,Insider Threat
72feb8e2,15:56.9,77.144.200.54,174.60.213.10,Malware Injection,HTTPS,50181,Emotet,263.23,Russia,GovSecure,3772,Medium,No,0,Yes,0,0,Data Recovery,Insider Threat
ce624a8a,45:56.9,183.150.225.42,212.19.31.169,Brute Force,SSH,37188,WannaCry,268.52,UK,FinanceTrust,126,Low,No,0,No,0,0,Alert Sent,State-Sponsored
194083a4,12:56.9,74.14.63.109,199.116.49.79,MITM Attack,SMTP,43996,SpyEye,241.95,USA,EduCare,3048,Medium,No,0,Yes,0,0,Firewall Upgrade,State-Sponsored
ea9e80c9,48:56.9,55.38.207.235,63.5.3.164,Ransomware,SMTP,53190,SpyEye,308.89,Russia,Bank Corp,2453,Low,Yes,173.49,No,33,613097.71,Firewall Upgrade,State-Sponsored
761ba21d,36:56.9,159.210.147.196,181.18.63.111,Malware Injection,TCP,54380,TrickBot,454.82,North Korea,Tech Solutions,2355,Critical,Yes,76.61,No,268,0,IP Ban,Insider Threat
ca898d59,28:56.9,97.216.149.250,163.71.185.17,Ransomware,HTTPS,8056,TrickBot,217.43,USA,Tech Solutions,4140,Low,No,0,Yes,0,362846.78,Firewall Upgrade,Insider Threat
3daad93b,09:56.9,62.94.242.115,175.119.143.158,Ransomware,ICMP,6352,Ransom.Locky,78.48,India,GovSecure,794,Low,Yes,144.09,Yes,636,804843.82,Patch Update,State-Sponsored
c7a178a6,57:56.9,56.104.241.117,63.53.77.68,MITM Attack,SSH,17242,Emotet,23.31,Iran,GovSecure,4456,High,No,0,No,0,0,IP Ban,Individual Hacker
c77337e0,16:56.9,187.63.91.149,104.96.74.205,Brute Force,HTTP,63345,Zeus,18.03,UK,RetailMart,4650,High,Yes,76.62,No,671,0,Firewall Upgrade,State-Sponsored
7f852aa8,25:56.9,220.191.45.182,210.24.140.226,Brute Force,SMTP,64878,Emotet,206.03,USA,GovSecure,2364,Medium,No,0,Yes,0,0,Patch Update,State-Sponsored
b5c6b73a,01:56.9,145.24.144.100,136.150.66.169,Ransomware,SMTP,55828,Mirai,309.32,Germany,FinanceTrust,4264,Low,Yes,139.21,Yes,645,545946.83,Firewall Upgrade,Individual Hacker
17a7b127,08:56.9,152.230.248.26,144.82.136.20,Phishing,HTTPS,12424,Emotet,418.25,Germany,Bank Corp,963,Medium,Yes,85.79,No,599,0,Firewall Upgrade,Insider Threat
3a771745,24:56.9,13.4.235.24,248.154.123.138,Malware Injection,HTTPS,33858,SpyEye,190.51,UK,Bank Corp,940,Low,No,0,No,0,0,Alert Sent,Individual Hacker
57c2824e,37:56.9,210.111.112.234,249.129.63.11,MITM Attack,SMTP,20227,Mirai,220.36,Germany,Bank Corp,4064,Medium,Yes,175.93,Yes,82,0,Data Recovery,Insider Threat
4c2b9c97,05:56.9,50.28.82.55,79.34.167.150,Ransomware,UDP,41461,Trojan.Win32,462.68,UK,Tech Solutions,4651,Medium,No,0,No,0,718982.81,Patch Update,Insider Threat
b5ebe4f0,47:56.9,204.117.29.116,124.138.102.149,XSS,FTP,52663,,467.91,Iran,GovSecure,955,High,No,0,No,0,0,IP Ban,Individual Hacker
011146ce,49:56.9,124.220.16.145,51.230.174.186,Ransomware,SSH,33690,Zeus,118.6,India,Bank Corp,566,Critical,Yes,72.61,Yes,901,128131.03,Alert Sent,Insider Threat
8c215299,19:56.9,200.18.250.17,82.162.23.38,DDoS,SSH,57566,Trojan.Win32,272.74,Iran,FinanceTrust,1916,Critical,No,0,No,0,0,Data Recovery,Individual Hacker
08954c36,23:56.9,177.252.137.3,214.217.15.207,DDoS,HTTPS,8783,Mirai,38.77,Russia,FinanceTrust,4240,Medium,Yes,157.78,No,789,0,Alert Sent,Botnet
27e5eae2,34:56.9,14.33.89.243,7.102.186.49,DDoS,SMTP,1213,SpyEye,148.44,North Korea,Tech Solutions,3001,Critical,Yes,160.97,Yes,751,0,IP Ban,Botnet
10ea2989,28:56.9,209.120.254.187,253.143.43.164,MITM Attack,TCP,13871,,153.74,North Korea,RetailMart,402,Critical,Yes,43.35,Yes,419,0,Data Recovery,Insider Threat
03ca5ec5,16:56.9,96.27.80.94,149.104.45.159,SQL Injection,SSH,57112,Zeus,171.36,Brazil,Tech Solutions,2665,Critical,No,0,Yes,0,0,IP Ban,Individual Hacker
39bad9d7,27:56.9,200.131.109.147,45.120.59.81,Malware Injection,UDP,59128,Zeus,167.34,Iran,EduCare,204,Medium,No,0,Yes,0,0,Firewall Upgrade,Insider Threat
a0d5e0dd,09:56.9,155.196.86.152,41.131.114.40,SQL Injection,HTTPS,37053,Zeus,256.13,Russia,GovSecure,4049,Medium,Yes,83.18,No,173,0,Firewall Upgrade,Insider Threat
6c8a4c00,53:56.9,196.162.112.229,143.80.218.73,XSS,UDP,55960,Trojan.Win32,486.65,USA,GovSecure,1439,High,Yes,179.42,No,993,0,Firewall Upgrade,Insider Threat
892decea,20:56.9,35.129.111.131,11.114.144.228,MITM Attack,TCP,23284,Emotet,102.41,Iran,Bank Corp,3884,High,No,0,No,0,0,Firewall Upgrade,Botnet
